atterns 	1
tterns a	1
terns an	1
erns and	1
rns and 	1
ns and p	1
s and pe	1
 and per	1
and pers	1
nd perso	1
d person	1
rsonal a	1
sonal ac	1
onal acc	1
nal acce	1
al acces	1
l access	1
s points	1
 points.	1
"points.
"	1
"oints.

"	1
"ints.

T"	1
"nts.

Th"	1
"ts.

The"	1
"s.

The "	1
".

The a"	1
"

The at"	1
"
The att"	1
The atta	1
acker tr	1
cker tre	1
ker trea	1
er treat	1
r treate	1
 treated	1
treated 	1
reated t	1
eated th	1
ated thi	1
ted this	1
ed this 	1
d this c	1
 this co	1
this cor	1
his corp	1
is corpo	1
s corpor	1
porate w	1
orate wo	1
rate wor	1
ate work	1
te works	1
station 	1
tation a	1
ation as	1
tion as 	1
ion as i	1
on as if	1
n as if 	1
 as if i	1
as if it	1
s if it 	1
 if it w	1
if it we	1
f it wer	1
 it were	1
it were 	1
t were t	1
 were th	1
were the	1
ere thei	1
re their	1
ir own h	1
r own ho	1
 own hom	1
own home	1
wn home 	1
n home s	1
 home se	1
home ser	1
ome serv	1
me serve	1
e server	1
 server.	1
server. 	1
erver. B	1
rver. Bu	1
ver. But	1
er. But 	1
r. But t	1
. But th	1
 But thr	1
But thro	1
ut throu	1
t throug	1
 througl	1
througly	1
hrougly 	1
rougly t	1
ougly th	1
ugly the	1
gly they	1
ly they 	1
y they m	1
they mad	1
hey made	1
ey made 	1
y made m	1
 made ma	1
made man	1
ade many	1
de many 	1
e many m	1
 many mi	1
many mis	1
any mist	1
ny mista	1
y mistak	1
mistakes	1
istakes.	1
stakes. 	1
takes. W	1
akes. We	1
kes. We 	1
es. We r	1
s. We re	1
. We req	1
 We requ	1
We reque	1
e reques	1
request 	1
equest y	1
quest yo	1
uest you	1
est your	1
st your 	1
t your p	1
 your pa	1
your par	1
our part	1
ur parti	1
r partic	1
 partici	1
particip	1
articipa	1
rticipan	1
ticipant	1
icipants	1
cipants 	1
ipants t	1
pants to	1
ants to 	1
nts to s	1
ts to so	1
s to sol	1
 to solv	1
to solve	1
o solve 	1
 solve t	1
solve th	1
olve thi	1
lve this	1
ve this 	1
e this a	1
 this an	1
this and	1
his and 	1
is and h	1
s and he	1
 and hel	1
and help	1
nd help 	1
d help o	1
 help ou	1
help our	1
elp our 	1
lp our c	1
p our co	1
 our com	1
our comp	1
ur compa	1
r compan	1
 company	1
company.	1
"ompany.
"	1
"mpany.

"	1
"pany.

O"	1
"any.

Ou"	1
"ny.

Our"	1
"y.

Our "	1
".

Our i"	1
"

Our in"	1
"
Our ini"	1
Our init	1
ur initi	1
r initia	1
initial 	1
nitial i	1
itial in	1
tial inv	1
ial inve	1
al inves	1
l invest	1
 investi	1
investig	1
nvestiga	1
vestigat	1
estigati	1
stigatio	1
tigation	1
igation 	1
gation t	1
ation to	1
tion tol	1
ion told	1
on told 	1
n told u	1
 told us	1
told us 	1
old us t	1
ld us th	1
d us tha	1
 us that	1
us that 	1
s that s	1
at someo	1
t someon	1
 someone	1
someone 	1
omeone c	1
meone ch	1
eone cha	1
one chan	1
ne chang	1
e change	1
 changed	1
changed 	1
hanged a	1
anged an	1
nged any	1
ged any 	1
ed any o	1
d any of	1
 any of 	1
any of t	1
ny of th	1
y of the	1
 of the 	1
of the u	1
f the us	1
 the use	1
the user	1
he users	1
 users n	1
users na	1
sers nam	1
ers name	1
rs name 	1
s name a	1
 name an	1
name and	1
ame and 	1
me and m	1
d make t	1
 make th	1
make the	1
ake thei	1
ke their	1
ir own n	1
r own na	1
 own nam	1
own name	1
wn name.	1
n name. 	1
 name. B	1
name. Bu	1
ame. But	1
me. But 	1
e. But i	1
. But in	1
 But ini	1
But init	1
ut initi	1
t initia	1
initiall	1
nitially	1
itially 	1
tially I	1
ially I 	1
ally I f	1
lly I fo	1
ly I for	1
y I forg	1
 I forgo	1
I forgot	1
 forgot 	1
forgot t	1
orgot th	1
rgot the	1
got the 	1
ot the n	1
t the na	1
 the nam	1
the name	1
he name.	1
e name. 	1
 name. N	1
name. No	1
ame. Not	1
me. Not 	1
e. Not o	1
. Not on	1
 Not onl	1
Not only	1
ot only 	1
t only t	1
 only th	1
only tha	1
nly that	1
ly that 	1
y that t	1
 that th	1
that the	1
hat they	1
at they 	1
t they e	1
 they em	1
they emb	1
hey embe	1
ey embed	1
y embed 	1
 embed a	1
embed a 	1
mbed a “	1
bed a “l	1
ed a “li	1
d a “lif	1
 a “life	1
a “lifel	1
 “lifeli	1
“lifelin	1
lifeline	1
ifeline”	1
feline” 	1
eline” b	1
line” ba	1
ine” bac	1
ne” back	1
e” backd	1
” backdo	1
 backdoo	1
backdoor	1
ackdoor 	1
ckdoor w	1
kdoor wi	1
door wit	1
oor with	1
or withi	1
r within	1
 within 	1
within t	1
ithin th	1
thin the	1
hin the 	1
n the sy	1
 the sys	1
the syst	1
he syste	1
 system’	1
system’s	1
ystem’s 	1
stem’s i	1
tem’s in	1
em’s inn	1
m’s inno	1
’s innoc	1
s innoce	1
 innocen	1
innocent	1
nnocent-	1
nocent-l	1
ocent-lo	1
cent-loo	1
ent-look	1
nt-looki	1
t-lookin	1
-looking	1
looking 	1
ooking h	1
oking he	1
king hel	1
ing help	1
ng help 	1
g help a	1
 help an	1
help and	1
elp and 	1
lp and s	1
p and su	1
 and sup	1
and supp	1
nd suppo	1
d suppor	1
 support	1
support 	1
upport c	1
pport co	1
port con	1
ort conf	1
rt confi	1
t config	1
 configu	1
configur	1
onfigura	1
nfigurat	1
figurati	1
iguratio	1
guration	1
urations	1
rations.	1
ations. 	1
tions. O	1
ions. On	1
ons. Onc	1
ns. Once	1
s. Once 	1
. Once e	1
 Once es	1
Once est	1
nce esta	1
ce estab	1
e establ	1
 establi	1
establis	1
stablish	1
tablishe	1
ablished	1
blished 	1
lished t	1
ished th	1
shed the	1
hed the 	1
ed the a	1
d the ad	1
 the adv	1
the adve	1
he adver	1
e advers	1
 adversa	1
adversar	1
dversary	1
versary 	1
ersary g	1
rsary gr	1
sary gre	1
ary grew	1
ry grew 	1
y grew c	1
 grew co	1
grew com	1
rew comf	1
ew comfo	1
w comfor	1
 comfort	1
comforta	1
omfortab	1
mfortabl	1
fortable	1
ortable.	1
rtable. 	1
table. A	1
able. An	1
ble. And	1
le. And 	1
e. And t	1
 And the	1
And then	1
nd then 	1
d then t	1
 then th	1
then the	1
hen they	1
en they 	1
n they m	1
they mak	1
hey make	1
ey make 	1
y make m	1
 make mi	1
make mis	1
ake mist	1
ke mista	1
istake a	1
stake an	1
take and	1
ake and 	1
ke and m	1
d make s	1
 make so	1
make som	1
ake some	1
ke some 	1
e some h	1
 some hi	1
some his	1
ome hist	1
me histo	1
e histor	1
 history	1
history 	1
istory i	1
story in	1
tory in 	1
ory in o	1
ry in ot	1
y in oth	1
 in othe	1
in other	1
n others	1
others u	1
thers us	1
hers use	1
ers user	1
rs users	1
s users 	1
count. T	1
ount. Th	1
unt. The	1
nt. Thei	1
t. Their	1
. Their 	1
 Their f	1
Their fo	1
heir foo	1
eir foot	1
ir footp	1
r footpr	1
tprint m	1
print ma	1
rint may	1
int mayb	1
nt maybe	1
 maybe t	1
maybe th	1
aybe the	1
ybe thei	1
be their	1
 their a	1
their ac	1
heir acc	1
eir acce	1
ir acces	1
r access	1
s point 	1
 point I	1
point I 	1
oint I t	1
int I th	1
nt I thi	1
t I thin	1
 I think	1
I think 	1
 think t	1
think th	1
hink the	1
ink they	1
nk they 	1
k they f	1
 they fo	1
they for	1
hey forg	1
ey forge	1
y forget	1
 forget 	1
forget t	1
orget to	1
rget to 	1
get to r	1
et to re	1
t to rem	1
 to remo	1
to remov	1
o remove	1
 remove 	1
remove i	1
emove it	1
move it 	1
ove it m	1
ve it ma	1
e it may	1
 it mayb	1
it maybe	1
 maybe y	1
maybe yo	1
aybe you	1
ybe you 	1
be you c	1
e you ca	1
 you can	1
you can 	1
ou can g	1
u can ge	1
 can get	1
can get 	1
an get s	1
n get so	1
 get som	1
get some	1
et somet	1
ething t	1
thing th	1
hing the	1
ing ther	1
ng there	1
g there 	1
 there a	1
there an	1
here and	1
ere and 	1
re and w	1
e and wi	1
 and wit	1
and with	1
nd witho	1
d withou	1
 without	1
without 	1
ithout a	1
thout al	1
hout ale	1
out aler	1
ut alert	1
t alerti	1
 alertin	1
alerting	1
lerting 	1
erting t	1
rting th	1
ting the	1
ng the c	1
g the co	1
 the cor	1
the corp	1
he corpo	1
e corpor	1
porate f	1
orate fi	1
rate fir	1
ate fire	1
te firew	1
e firewa	1
 firewal	1
firewall	1
irewall 	1
rewall t	1
ewall th	1
wall the	1
all they	1
ll they 	1
l they r	1
 they re	1
they rew	1
hey rewi	1
ey rewir	1
y rewire	1
 rewired	1
rewired 	1
ewired t	1
wired th	1
ired the	1
red the 	1
ed the w	1
d the wo	1
 the wor	1
the work	1
he works	1
station’	1
tation’s	1
ation’s 	1
tion’s i	1
ion’s in	1
on’s int	1
n’s inte	1
’s inter	1
s intern	1
ternal n	1
ernal ne	1
rnal net	1
nal netw	1
al netwo	1
l networ	1
 network	1
networki	1
etworkin	1
tworking	1
working.	1
orking. 	1
rking. T	1
king. Th	1
ing. The	1
ng. They	1
g. They 	1
. They t	1
 They ta	1
They tam	1
hey tamp	1
ey tampe	1
y tamper	1
 tampere	1
tampered	1
ampered 	1
mpered w	1
pered wi	1
ered wit	1
red with	1
ed with 	1
d with l	1
 with lo	1
with loc	1
ith loca	1
th local	1
h local 	1
 local D	1
local DN	1
ocal DNS	1
cal DNS 	1
al DNS m	1
l DNS ma	1
 DNS map	1
DNS mapp	1
NS mappi	1
S mappin	1
 mapping	1
mappings	1
appings 	1
ppings a	1
pings an	1
ings and	1
ngs and 	1
gs and s	1
s and st	1
 and sto	1
and stor	1
nd store	1
d stored	1
 stored 	1
stored h	1
tored hi	1
ored hid	1
red hidd	1
ed hidde	1
d hidden	1
 hidden 	1
hidden W	1
idden Wi	1
dden Wi-	1
den Wi-F	1
en Wi-Fi	1
n Wi-Fi 	1
 Wi-Fi p	1
Wi-Fi pr	1
i-Fi pro	1
-Fi prof	1
Fi profi	1
i profil	1
 profile	1
profiles	1
rofiles 	1
ofiles e	1
files es	1
iles ess	1
les esse	1
es essen	1
s essent	1
 essenti	1
essentia	1
ssential	1
sentiall	1
entially	1
ntially 	1
tially t	1
ially tr	1
ally tri	1
lly tric	1
ly trick	1
y tricki	1
 trickin	1
tricking	1
ricking 	1
icking t	1
cking th	1
king the	1
ng the m	1
g the ma	1
 the mac	1
the mach	1
he machi	1
e machin	1
 machine	1
machine 	1
achine i	1
chine in	1
hine int	1
ine into	1
ne into 	1
e into r	1
 into ro	1
into rou	1
nto rout	1
to routi	1
o routin	1
 routing	1
routing 	1
outing t	1
uting tr	1
ting tra	1
ing traf	1
ng traff	1
g traffi	1
 traffic	1
traffic 	1
raffic t	1
affic to	1
ffic to 	1
fic to t	1
ic to th	1
c to the	1
 to the 	1
to the a	1
o the at	1
 the att	1
the atta	1
ttacker’	1
tacker’s	1
acker’s 	1
cker’s p	1
ker’s pe	1
er’s per	1
r’s pers	1
’s perso	1
s person	1
rsonal “	1
sonal “h	1
onal “ho	1
nal “hom	1
al “home	1
l “home”	1
 “home” 	1
“home” e	1
home” en	1
ome” env	1
me” envi	1
e” envir	1
” enviro	1
 environ	1
environm	1
nvironme	1
vironmen	1
ironment	1
ronment.	1
onment. 	1
nment. D	1
ment. De	1
ent. Dee	1
nt. Deep	1
t. Deep 	1
. Deep d	1
 Deep di	1
Deep dig	1
eep digg	1
ep diggi	1
p diggin	1
 digging	1
digging 	1
igging w	1
gging we	1
ging we 	1
ing we s	1
ng we se	1
g we see	1
 we see 	1
we see t	1
e see th	1
 see tha	1
see that	1
ee that 	1
e that s	1
at somet	1
ething i	1
thing is	1
hing is 	1
ing is d	1
ng is di	1
g is dif	1
 is diff	1
is diffe	1
s differ	1
 differe	1
differen	1
ifferent	1
fferent 	1
ferent w	1
erent wi	1
rent wit	1
ent with	1
t with o	1
 with ot	1
with oth	1
ith othe	1
th other	1
h others	1
others f	1
thers fi	1
hers fil	1
ers file	1
rs file 	1
s file s	1
 file sy	1
file sys	1
ile syst	1
le syste	1
 system 	1
system a	1
ystem an	1
stem and	1
tem and 	1
em and a	1
m and al	1
 and als	1
and also	1
nd also 	1
d also n	1
 also no	1
also not	1
lso noti	1
so notic	1
o notice	1
 noticed	1
noticed 	1
oticed t	1
ticed th	1
iced tha	1
ced that	1
ed that 	1
d that a	1
tacker h	1
acker hi	1
cker hid	1
ker hide	1
er hide 	1
r hide s	1
 hide so	1
hide som	1
ide some	1
de some 	1
e some c	1
 some co	1
some con	1
ome cont	1
me contr	1
e contra	1
 contrac	1
contract	1
ontracts	1
ntracts 	1
tracts f	1
racts fr	1
acts fro	1
cts from	1
ts from 	1
s from u	1
from us 	1
rom us a	1
om us an	1
m us and	1
 us and 	1
us and s	1
s and so	1
 and som	1
and some	1
nd some 	1
d some d	1
 some di	1
some dis	1
ome disp	1
me dispo	1
e dispos	1
 disposi	1
disposib	1
isposibl	1
sposible	1
posible 	1
osible n	1
sible no	1
ible not	1
ble note	1
le note.	1
e note. 	1
 note. B	1
note. Bu	1
ote. But	1
te. But 	1
e. But A	1
. But Ad	1
 But Adm	1
But Admi	1
ut Admin	1
t Admin2	1
 Admin2 	1
Admin2 w	1
dmin2 wo	1
min2 wor	1
in2 work	1
n2 worki	1
2 workin	1
 working	1
working 	1
orking w	1
rking wi	1
king wit	1
ing with	1
ng with 	1
g with u	1
 with us	1
with use	1
ith user	1
th user5	1
h user5 	1
 user5 f	1
user5 fo	1
ser5 for	1
er5 for 	1
r5 for s	1
5 for so	1
 for som	1
for some	1
or somet	1
r someth	1
ething r	1
thing re	1
hing rel	1
ing rele	1
ng relea	1
g releat	1
 releate	1
releated	1
eleated 	1
leated w	1
eated we	1
ated web	1
ted webs	1
ed websi	1
d websit	1
 website	1
website 	1
ebsite d	1
bsite de	1
site dev	1
ite deve	1
te devel	1
e develo	1
 develop	1
developm	1
evelopme	1
velopmen	1
elopment	1
lopment 	1
opment b	1
pment bu	1
ment but	1
ent but 	1
nt but a	1
t but ad	1
 but adm	1
but admi	1
ut admin	1
t admin2	1
 admin2 	1
admin2 m	1
dmin2 ma	1
min2 mad	1
in2 made	1
n2 made 	1
2 made m	1
 made mi	1
made mis	1
ade mist	1
de mista	1
istake h	1
stake hi	1
take his	1
ake his 	1
ke his f	1
e his fo	1
 his foo	1
his foot	1
is footp	1
s footpr	1
tprint w	1
print wi	1
rint wit	1
int with	1
t with t	1
 with th	1
with the	1
ith thei	1
th their	1
h their 	1
 their p	1
their pa	1
heir pas	1
eir pass	1
ir passw	1
r passwo	1
ssword h	1
sword ha	1
word has	1
ord has 	1
rd has b	1
d has be	1
 has bee	1
has been	1
as been 	1
s been r	1
 been re	1
been rel	1
een rele	1
en relea	1
n releae	1
 releaed	1
releaed 	1
eleaed i	1
leaed in	1
eaed in 	1
aed in t	1
ed in th	1
d in tha	1
 in that	1
in that 	1
n that u	1
 that us	1
that use	1
hat user	1
at users	1
t users 	1
count. A	1
ount. An	1
unt. And	1
nt. And 	1
t. And t	1
 And tha	1
And that	1
nd that’	1
d that’s	1
 that’s 	1
that’s h	1
hat’s ho	1
at’s how	1
t’s how 	1
’s how a	1
s how at	1
 how att	1
how atta	1
ow attac	1
w attack	1
tacker p	1
acker pr	1
cker pri	1
ker priv	1
er privi	1
r privil	1
 privile	1
priviled	1
riviledg	1
iviledge	1
viledge 	1
iledge f	1
ledge fr	1
edge fro	1
dge from	1
ge from 	1
e from u	1
from use	1
rom user	1
om user 	1
m user a	1
 user ac	1
user acc	1
ser acco	1
er accou	1
r accoun	1
ccount t	1
count to	1
ount to 	1
unt to a	1
nt to ad	1
t to adm	1
 to admi	1
to admin	1
o admin 	1
 admin a	1
admin ac	1
dmin acc	1
min acco	1
in accou	1
n accoun	1
"ccount.
"	1
"count.

"	1
"ount.

N"	1
"unt.

No"	1
"nt.

Now"	1
"t.

Now "	1
".

Now p"	1
"

Now pl"	1
"
Now ple"	1
Now plea	1
ow pleas	1
w please	1
 please 	1
please h	1
lease he	1
ease hel	1
ase help	1
se help 	1
e help m	1
 help me	1
help me 	1
elp me t	1
lp me to	1
p me to 	1
 me to f	1
me to fi	1
e to fin	1
 to find	1
to findo	1
o findou	1
indout a	1
ndout at	1
dout att	1
out atta	1
ut attac	1
tacker a	1
acker an	1
cker and	1
ker and 	1
er and g	1
r and gi	1
 and giv	1
and give	1
nd give 	1
d give m	1
 give me	1
give me 	1
ive me e	1
ve me ev	1
e me eve	1
 me ever	1
me every	1
e every 	1
 every i	1
every in	1
very inf	1
ery info	1
ry infor	1
y inform	1
 informa	1
informat	1
nformati	1
formatio	1
ormation	1
rmation 	1
mation i	1
ation in	1
tion in 	1
ion in t	1
on in th	1
n in thi	1
 in this	1
in this 	1
n this l	1
 this li	1
this lis	1
his list	1
is list 	1
s list a	1
 list ab	1
list abo	1
ist abov	1
st above	1
t above 	1
 above s	1
above so	1
bove so 	1
ove so t	1
ve so th	1
e so tha	1
 so that	1
so that 	1
o that w	1
 that we	1
that we 	1
hat we c	1
at we ca	1
t we can	1
 we can 	1
we can f	1
e can fi	1
 can fin	1
can find	1
an findo	1
n findou	1
indout t	1
ndout th	1
dout tha	1
out that	1
ut that 	1
t that a	1
acker th	1
cker the	1
ker then	1
er then 	1
r then w	1
 then we	1
then we 	1
hen we u	1
en we us	1
n we use	1
 we used	1
we used 	1
e used l	1
 used la	1
used law	1
sed law 	1
ed law e	1
d law en	1
 law enf	1
law enfo	1
aw enfor	1
w enforc	1
 enforce	1
enforcem	1
nforceme	1
forcemen	1
orcement	1
rcement 	1
cement t	1
ement to	1
ment to 	1
ent to r	1
nt to re	1
t to rec	1
 to reco	1
to recov	1
o recove	1
 recover	1
recover 	1
ecover o	1
cover ou	1
over our	1
ver our 	1
er our m	1
r our mo	1
 our mon	1
our mone	1
ur money	1
r money.	1
" money.
"	1
"money.

"	1
"oney.

N"	1
"ney.

No"	1
"ey.

Not"	1
"y.

Note"	1
".

Note:"	1
"

Note: "	1
"
Note: T"	1
Note: Th	1
ote: Thi	1
te: This	1
e: This 	1
: This d	1
 This de	1
This des	1
his desc	1
is descr	1
s descri	1
iption a	1
ption an	1
tion and	1
ion and 	1
on and u	1
n and us	1
 and use	1
and user	1
nd users	1
d users 	1
 users p	1
users pa	1
sers pas	1
ers pass	1
rs passw	1
ssword w	1
sword wi	1
word wil	1
ord will	1
rd will 	1
d will w	1
 will wo	1
will wor	1
ill work	1
ll work 	1
l work f	1
 work fo	1
work for	1
ork for 	1
rk for a	1
k for al	1
 for all	1
for all 	1
or all s	1
r all si	1
 all six	1
all six 	1
ll six c	1
l six ch	1
 six cha	1
six chal	1
ix chall	1
x challe	1
allenges	1
llenges 	1
lenges i	1
enges in	1
nges in 	1
ges in t	1
es in th	1
s in the	1
 in the 	1
n the se	1
 the ser	1
the seri	1
he serie	1
e series	1
 series.	1
"series.
"	1
"eries.

"	1
"ries.

T"	1
"ies.

Th"	1
"es.

Thi"	1
"s.

This"	1
".

This "	1
"

This i"	1
"
This is"	1
This is 	1
his is t	1
is is th	1
s is the	1
is the A	1
s the AL	1
 the ALL	1
the ALL 	1
he ALL f	1
e ALL fi	1
 ALL fiv	1
ALL five	1
LL five 	1
L five u	1
 five us	1
five use	1
ive user	1
ve users	1
ccount p	1
count pa	1
ount pas	1
unt pass	1
nt passw	1
t passwo	1
assword:	1
"ssword:
"	1
"sword:

"	1
"word:

U"	1
"ord:

Us"	1
"rd:

Use"	1
"d:

User"	1
":

User1"	1
"

User1:"	1
"
User1:i"	1
User1:ik	1
ser1:ikn	1
er1:ikno	1
r1:iknow	1
1:iknowy	1
:iknowyo	1
iknowyou	1
knowyoug	1
nowyougo	1
owyougoa	1
wyougoat	1
"yougoat
"	1
"ougoat

"	1
"ugoat

U"	1
"goat

Us"	1
"oat

Use"	1
"at

User"	1
"t

User2"	1
"

User2:"	1
"
User2:c"	1
User2:ca	1
ser2:cat	1
er2:catd	1
r2:catdo	1
2:catdog	1
:catdog2	1
catdog22	1
atdog221	1
tdog2211	1
"dog2211
"	1
"og2211

"	1
"g2211

U"	1
"2211

Us"	1
"211

Use"	1
"11

User"	1
"1

User3"	1
"

User3:"	1
"
User3:k"	1
User3:ks	1
ser3:ksa	1
er3:ksac	1
r3:ksaca	1
3:ksacad	1
:ksacade	1
ksacadem	1
sacademy	1
academy3	1
cademy33	1
ademy332	1
demy3321	1
"emy3321
"	1
"my3321

"	1
"y3321

U"	1
"3321

Us"	1
"321

Use"	1
"21

User"	1
"1

User4"	1
"

User4:"	1
"
User4:b"	1
User4:bd	1
ser4:bdi	1
er4:bdis	1
r4:bdism	1
4:bdismy	1
:bdismyh	1
bdismyho	1
dismyhom	1
ismyhome	1
smyhomet	1
myhometo	1
yhometow	1
hometown	1
ometown4	1
metown40	1
etown404	1
"town404
"	1
"own404

"	1
"wn404

U"	1
"n404

Us"	1
"404

Use"	1
"04

User"	1
"4

User5"	1
"

User5:"	1
"
User5:d"	1
User5:do	1
ser5:don	1
er5:dont	1
r5:dontg	1
5:dontgo	1
:dontgo1	1
dontgo13	1
ontgo133	1
ntgo1337	1
"tgo1337
"	1
"go1337

"	1
"o1337

U"	1
"1337

Us"	1
"337

Use"	1
"37

User"	1
"7

User3"	1
"

User3’"	1
"
User3’s"	1
User3’s 	1
ser3’s p	1
er3’s pa	1
r3’s pas	1
3’s pass	1
’s passw	1
ssword i	1
sword is	1
word is 	1
ord is t	1
rd is th	1
d is the	1
is the f	1
s the fl	1
 the fla	1
the flag	1
he flag 	1
e flag f	1
 flag fo	1
flag for	1
lag for 	1
ag for t	1
g for th	1
 for thi	1
for this	1
or this 	1
r this c	1
 this ch	1
this cha	1
his chal	1
is chall	1
s challe	1
allenge…	1
llenge….	1
lenge…. 	1
enge…. m	1
nge…. ma	1
ge…. mak	1
e…. make	1
…. make 	1
. make s	1
 make su	1
make sur	1
ake sure	1
ke sure 	1
e sure y	1
 sure yo	1
sure you	1
ure you 	1
re you r	1
e you re	1
 you rea	1
you read	1
ou read 	1
u read t	1
 read th	1
